trait	uri
"level of phenazine biosynthesis-like domain-containing protein in blood"	"http://purl.obolibrary.org/obo/OBA_2051901"
"level of 4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5 in blood"	"http://purl.obolibrary.org/obo/OBA_2051902"
"level of centrosomal protein 20 in blood"	"http://purl.obolibrary.org/obo/OBA_2051903"
"level of MORN repeat-containing protein 4 in blood"	"http://purl.obolibrary.org/obo/OBA_2051904"
"level of probable ATP-dependent RNA helicase DDX4 in blood"	"http://purl.obolibrary.org/obo/OBA_2051905"
"level of PDZ domain-containing protein 2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051906"
"level of 5'-deoxynucleotidase HDDC2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051907"
"level of a disintegrin and metalloproteinase with thrombospondin motifs 16 in blood"	"http://purl.obolibrary.org/obo/OBA_2051908"
"level of phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein in blood"	"http://purl.obolibrary.org/obo/OBA_2051909"
"level of probable JmjC domain-containing histone demethylation protein 2C in blood"	"http://purl.obolibrary.org/obo/OBA_2051910"
"level of protein disulfide isomerase CRELD1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051911"
"level of enoyl-CoA hydratase domain-containing protein 3, mitochondrial in blood"	"http://purl.obolibrary.org/obo/OBA_2051912"
"level of ankyrin repeat domain-containing protein SOWAHA in blood"	"http://purl.obolibrary.org/obo/OBA_2051913"
"level of soluble scavenger receptor cysteine-rich domain-containing protein SSC5D in blood"	"http://purl.obolibrary.org/obo/OBA_2051914"
"level of tryptase delta in blood"	"http://purl.obolibrary.org/obo/OBA_2051915"
"level of T-cell-interacting, activating receptor on myeloid cells protein 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051916"
"level of sushi domain-containing protein 4 in blood"	"http://purl.obolibrary.org/obo/OBA_2051917"
"level of protein PBMUCL2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051918"
"level of WASH complex subunit 3 in blood"	"http://purl.obolibrary.org/obo/OBA_2051919"
"level of V-set and transmembrane domain-containing protein 2B in blood"	"http://purl.obolibrary.org/obo/OBA_2051920"
"level of ubiquitin carboxyl-terminal hydrolase MINDY-1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051921"
"level of E3 ubiquitin-protein ligase TRIM58 in blood"	"http://purl.obolibrary.org/obo/OBA_2051922"
"level of NXPE family member 4 in blood"	"http://purl.obolibrary.org/obo/OBA_2051923"
"level of SEC14 domain and spectrin repeat-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051924"
"level of protein FAM13A in blood"	"http://purl.obolibrary.org/obo/OBA_2051925"
"level of C-type lectin domain family 1 member A in blood"	"http://purl.obolibrary.org/obo/OBA_2051926"
"level of pyridoxal-dependent decarboxylase domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051927"
"level of armadillo repeat-containing X-linked protein 2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051928"
"level of protein N-lysine methyltransferase METTL21D in blood"	"http://purl.obolibrary.org/obo/OBA_2051929"
"level of bromodomain-containing protein 3 in blood"	"http://purl.obolibrary.org/obo/OBA_2051930"
"level of FHF complex subunit HOOK interacting protein 2A in blood"	"http://purl.obolibrary.org/obo/OBA_2051931"
"level of dynein regulatory complex protein 8 in blood"	"http://purl.obolibrary.org/obo/OBA_2051932"
"level of PITH domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051933"
"level of hemicentin-2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051934"
"level of glyoxalase domain-containing protein 4 in blood"	"http://purl.obolibrary.org/obo/OBA_2051935"
"level of Golgi-associated kinase 1A in blood"	"http://purl.obolibrary.org/obo/OBA_2051936"
"level of consortin in blood"	"http://purl.obolibrary.org/obo/OBA_2051937"
"level of doublecortin domain-containing protein 2C in blood"	"http://purl.obolibrary.org/obo/OBA_2051938"
"level of butyrophilin-like protein 10 in blood"	"http://purl.obolibrary.org/obo/OBA_2051939"
"level of paralemmin-2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051940"
"level of tumor necrosis factor ligand superfamily member 13 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051941"
"level of neurexin-3-alpha in blood"	"http://purl.obolibrary.org/obo/OBA_2051942"
"level of V-type immunoglobulin domain-containing suppressor of T-cell activation in blood"	"http://purl.obolibrary.org/obo/OBA_2051943"
"level of cell cycle and apoptosis regulator protein 2 in blood"	"http://purl.obolibrary.org/obo/OBA_2051944"
"level of molybdopterin synthase catalytic subunit in blood"	"http://purl.obolibrary.org/obo/OBA_2051945"
"level of photoreceptor cilium actin regulator in blood"	"http://purl.obolibrary.org/obo/OBA_2051946"
"level of trophoblast glycoprotein-like in blood"	"http://purl.obolibrary.org/obo/OBA_2051947"
"level of break repair meiotic recombinase recruitment factor 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051948"
"level of protein GPR15LG in blood"	"http://purl.obolibrary.org/obo/OBA_2051949"
"level of uncharacterized protein C9orf40 in blood"	"http://purl.obolibrary.org/obo/OBA_2051950"
"level of mitochondrial protein C2orf69 in blood"	"http://purl.obolibrary.org/obo/OBA_2051951"
"level of uncharacterized protein C7orf50 in blood"	"http://purl.obolibrary.org/obo/OBA_2051952"
"level of protein PAXX in blood"	"http://purl.obolibrary.org/obo/OBA_2051953"
"level of SREBP regulating gene protein in blood"	"http://purl.obolibrary.org/obo/OBA_2051954"
"level of divergent protein kinase domain 2B in blood"	"http://purl.obolibrary.org/obo/OBA_2051955"
"level of protein C19orf12 in blood"	"http://purl.obolibrary.org/obo/OBA_2051956"
"level of coiled-coil domain-containing glutamate-rich protein 2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051957"
"level of lymphocyte antigen 75 isoform 4 and LY75-CD302 fusion isoforms V34-2/V33-2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051958"
"level of neuroendocrine secretory protein 55 isoform Nesp55 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051959"
"level of immunoglobulin lambda constant 2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051960"
"level of progesterone-induced-blocking factor 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051961"
"level of creatine kinase U-type, mitochondrial in blood"	"http://purl.obolibrary.org/obo/OBA_2050563"
"level of neutrophil defensin 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051067"
"level of sperm acrosome-associated protein 5 in blood"	"http://purl.obolibrary.org/obo/OBA_2050920"
"isolated dystonia"	"http://purl.obolibrary.org/obo/MONDO_0015494"
size	"http://www.ebi.ac.uk/efo/EFO_0001695"
"progressive visual loss"	"http://purl.obolibrary.org/obo/HP_0000529"
"age of onset of isolated dystonia"	"http://purl.obolibrary.org/obo/OBA_2051964"
"inborn disorder of methionine cycle and sulfur amino acid metabolism"	"http://purl.obolibrary.org/obo/MONDO_0019222"
anovulation	"http://purl.obolibrary.org/obo/MONDO_0002775"
"multifocal choroiditis"	"http://purl.obolibrary.org/obo/MONDO_0023833"
"hemorrhagic fever with renal syndrome"	"http://www.ebi.ac.uk/efo/EFO_0007299"
"malignant exocrine pancreas neoplasm"	"http://purl.obolibrary.org/obo/MONDO_0002116"
"leukotriene amount"	"http://purl.obolibrary.org/obo/OBA_1000980"
Polyphagia	"http://purl.obolibrary.org/obo/HP_0002591"
Orthopnea	"http://purl.obolibrary.org/obo/HP_0012764"
"ocular hypotension"	"http://purl.obolibrary.org/obo/MONDO_0004390"
Galactorrhea	"http://purl.obolibrary.org/obo/HP_0100829"
"Abnormal blistering of the skin"	"http://purl.obolibrary.org/obo/HP_0008066"
"Lower limb asymmetry"	"http://purl.obolibrary.org/obo/HP_0100559"
"Tracheoesophageal fistula"	"http://purl.obolibrary.org/obo/HP_0002575"
"congenital toxoplasmosis"	"http://purl.obolibrary.org/obo/MONDO_0005715"
"Abnormality of the integument"	"http://purl.obolibrary.org/obo/HP_0001574"
"Muscle weakness"	"http://purl.obolibrary.org/obo/HP_0001324"
"Genu valgum"	"http://purl.obolibrary.org/obo/HP_0002857"
"Genu varum"	"http://purl.obolibrary.org/obo/HP_0002970"
"compartment syndrome"	"http://purl.obolibrary.org/obo/MONDO_0004001"
calcification	"http://www.ebi.ac.uk/efo/EFO_0003837"
"synovial plica syndrome"	"http://purl.obolibrary.org/obo/MONDO_0001468"
dyshidrosis	"http://purl.obolibrary.org/obo/MONDO_0006540"
"secondary hypertrophic osteoarthropathy"	"http://purl.obolibrary.org/obo/MONDO_0006965"
"ichthyosis prematurity syndrome"	"http://purl.obolibrary.org/obo/MONDO_0012089"
Pyoderma	"http://purl.obolibrary.org/obo/HP_0000999"
"Premature ovarian insufficiency"	"http://purl.obolibrary.org/obo/HP_0008209"
"premature menopause"	"http://purl.obolibrary.org/obo/MONDO_0001119"
"Peyronie disease"	"http://purl.obolibrary.org/obo/MONDO_0008231"
"renal osteodystrophy"	"http://purl.obolibrary.org/obo/MONDO_0006946"
nephrosclerosis	"http://purl.obolibrary.org/obo/MONDO_0006044"
"gastroesophageal disease"	"http://www.ebi.ac.uk/efo/EFO_0700028"
Apnea	"http://purl.obolibrary.org/obo/HP_0002104"
"chronic venous hypertension"	"http://www.ebi.ac.uk/efo/EFO_0010675"
"post-thrombotic syndrome"	"http://purl.obolibrary.org/obo/MONDO_0005928"
"vascular insufficiency disorder"	"http://purl.obolibrary.org/obo/MONDO_0020674"
"atrioventricular dissociation"	"http://purl.obolibrary.org/obo/MONDO_0008848"
"aortic valve stenosis"	"http://purl.obolibrary.org/obo/MONDO_0042981"
tympanitis	"http://purl.obolibrary.org/obo/MONDO_0024616"
Dermatochalasis	"http://purl.obolibrary.org/obo/HP_0010750"
"atopic conjunctivitis"	"http://purl.obolibrary.org/obo/MONDO_0005642"
"corneal neovascularization"	"http://purl.obolibrary.org/obo/MONDO_0006713"
"eye accommodation disease"	"http://purl.obolibrary.org/obo/MONDO_0000926"
"Abnormal reflex"	"http://purl.obolibrary.org/obo/HP_0031826"
Tics	"http://purl.obolibrary.org/obo/HP_0100033"
"circadian rhythm sleep disorder"	"http://purl.obolibrary.org/obo/MONDO_0024361"
"schizoid personality disorder"	"http://purl.obolibrary.org/obo/MONDO_0001161"
myelofibrosis	"http://purl.obolibrary.org/obo/MONDO_0044903"
"qualitative platelet defect"	"http://purl.obolibrary.org/obo/MONDO_0001197"
"acquired coagulation factor deficiency"	"http://purl.obolibrary.org/obo/MONDO_0020599"
"morbid obesity"	"http://purl.obolibrary.org/obo/MONDO_0005139"
"inborn disorder of porphyrin metabolism"	"http://purl.obolibrary.org/obo/MONDO_0017754"
Hypocalcemia	"http://purl.obolibrary.org/obo/HP_0002901"
"carbohydrate metabolism disease"	"http://purl.obolibrary.org/obo/MONDO_0037792"
"alpha 1-antitrypsin deficiency"	"http://purl.obolibrary.org/obo/MONDO_0013282"
"urea cycle disorder"	"http://purl.obolibrary.org/obo/MONDO_0004739"
"inborn disorder of amino acid metabolism"	"http://purl.obolibrary.org/obo/MONDO_0004736"
"Failure to thrive"	"http://purl.obolibrary.org/obo/HP_0001508"
"Delayed puberty"	"http://purl.obolibrary.org/obo/HP_0000823"
"type 1 diabetes nephropathy"	"http://www.ebi.ac.uk/efo/EFO_0004996"
"Kaposi's sarcoma"	"http://purl.obolibrary.org/obo/MONDO_0005055"
"reticulum cell sarcoma"	"http://purl.obolibrary.org/obo/MONDO_0009975"
"hypopharyngeal carcinoma"	"http://purl.obolibrary.org/obo/MONDO_0005216"
coccidioidomycosis	"http://purl.obolibrary.org/obo/MONDO_0005706"
histoplasmosis	"http://purl.obolibrary.org/obo/MONDO_0018312"
"family history of prostate cancer"	"http://www.ebi.ac.uk/efo/EFO_0600083"
"Loss of consciousness"	"http://purl.obolibrary.org/obo/HP_0007185"
"Muscle spasm"	"http://purl.obolibrary.org/obo/HP_0003394"
"chronic lung disease"	"http://www.ebi.ac.uk/efo/EFO_0009910"
"examination for neoplasm"	"http://www.ebi.ac.uk/efo/EFO_0021523"
Hypercalcemia	"http://purl.obolibrary.org/obo/HP_0003072"
Pancytopenia	"http://purl.obolibrary.org/obo/HP_0001876"
"retinal edema"	"http://purl.obolibrary.org/obo/MONDO_0004037"
"Fuchs' endothelial dystrophy"	"http://purl.obolibrary.org/obo/MONDO_0005321"
"cardioverter defibrillator"	"http://www.ebi.ac.uk/efo/EFO_0010674"
"systolic heart failure"	"http://purl.obolibrary.org/obo/MONDO_0006993"
"diastolic heart failure"	"http://purl.obolibrary.org/obo/MONDO_0006727"
"pulmonary coin lesion"	"http://purl.obolibrary.org/obo/MONDO_0006931"
"elevated lactate dehydrogenase"	"http://www.ebi.ac.uk/efo/EFO_0010695"
"secondary hyperparathyroidism of renal origin"	"http://purl.obolibrary.org/obo/MONDO_0001530"
"encounter with health service related to socioeconomic and psychosocial circumstances"	"http://www.ebi.ac.uk/efo/EFO_0009788"
"metabolic syndrome X"	"http://purl.obolibrary.org/obo/MONDO_0011565"
Parasomnia	"http://purl.obolibrary.org/obo/HP_0025234"
"chronic pain syndrome"	"http://purl.obolibrary.org/obo/MONDO_0024317"
"Keratoconjunctivitis sicca"	"http://purl.obolibrary.org/obo/HP_0001097"
"blood vessel replacement"	"http://www.ebi.ac.uk/efo/EFO_0010672"
"Macroscopic hematuria"	"http://purl.obolibrary.org/obo/HP_0012587"
"allergic contact dermatitis of eyelid"	"http://purl.obolibrary.org/obo/MONDO_0002138"
"muscular atrophy"	"http://purl.obolibrary.org/obo/MONDO_0004323"
"inborn disorder of amino acid transport"	"http://purl.obolibrary.org/obo/MONDO_0019216"
"socioeconomic status"	"http://www.ebi.ac.uk/efo/EFO_0022866"
Scarring	"http://purl.obolibrary.org/obo/HP_0100699"
"serum amyloid P-component amount"	"http://purl.obolibrary.org/obo/OBA_2050090"
"fibroblast growth factor 20 amount"	"http://purl.obolibrary.org/obo/OBA_2050121"
"fibroblast growth factor 9 amount"	"http://purl.obolibrary.org/obo/OBA_2050122"
"fibroblast growth factor receptor 4 amount"	"http://purl.obolibrary.org/obo/OBA_2050128"
"fibroblast growth factor 7 amount"	"http://purl.obolibrary.org/obo/OBA_2050143"
"fibroblast growth factor 6 amount"	"http://purl.obolibrary.org/obo/OBA_2050148"
"fibroblast growth factor 12 amount"	"http://purl.obolibrary.org/obo/OBA_2050161"
"fibroblast growth factor 16 amount"	"http://purl.obolibrary.org/obo/OBA_2050171"
"teratocarcinoma-derived growth factor 1 amount"	"http://purl.obolibrary.org/obo/OBA_2050174"
"ephrin type-A receptor 10 amount"	"http://purl.obolibrary.org/obo/OBA_2050230"
"sialic acid-binding Ig-like lectin 9 amount"	"http://purl.obolibrary.org/obo/OBA_2050281"
"DNA repair protein RAD51 homolog 1 amount"	"http://purl.obolibrary.org/obo/OBA_2050286"
"coagulation factor X amount"	"http://purl.obolibrary.org/obo/OBA_2050298"
"proteasome subunit alpha type-1 amount"	"http://purl.obolibrary.org/obo/OBA_2050302"
"ephrin type-A receptor 1 amount"	"http://purl.obolibrary.org/obo/OBA_2050321"
"tetranectin amount"	"http://purl.obolibrary.org/obo/OBA_2050325"
"level of C-type lectin domain family 4 member C in blood"	"http://purl.obolibrary.org/obo/OBA_2050432"
"level of N-acyl-aromatic-L-amino acid amidohydrolase, carboxylate-forming in blood"	"http://purl.obolibrary.org/obo/OBA_2050476"
"level of all-trans-retinol dehydrogenase [NAD(+)] ADH1B in blood"	"http://purl.obolibrary.org/obo/OBA_2050479"
"level of actin filament-associated protein 1-like 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2050480"
"level of retinal dehydrogenase 2 in blood"	"http://purl.obolibrary.org/obo/OBA_2050489"
"level of succinate-semialdehyde dehydrogenase, mitochondrial in blood"	"http://purl.obolibrary.org/obo/OBA_2050491"
"level of apolipoprotein A-II in blood"	"http://purl.obolibrary.org/obo/OBA_2050506"
"level of aryl hydrocarbon receptor nuclear translocator in blood"	"http://purl.obolibrary.org/obo/OBA_2050515"
"level of attractin in blood"	"http://purl.obolibrary.org/obo/OBA_2050523"
"level of ATP-dependent RNA helicase DDX1 in blood"	"http://purl.obolibrary.org/obo/OBA_2050593"
"level of eukaryotic translation initiation factor 4E in blood"	"http://purl.obolibrary.org/obo/OBA_2050616"
"level of glutaredoxin-related protein 5 in blood"	"http://purl.obolibrary.org/obo/OBA_2050664"
"level of hydroxyacylglutathione hydrolase in blood"	"http://purl.obolibrary.org/obo/OBA_2050679"
"level of Rho GTPase-activating protein 45 in blood"	"http://purl.obolibrary.org/obo/OBA_2050689"
"level of intraflagellar transport protein 20 in blood"	"http://purl.obolibrary.org/obo/OBA_2050701"
"level of endoribonuclease LACTB2 in blood"	"http://purl.obolibrary.org/obo/OBA_2050726"
"level of pyridoxal phosphate homeostasis protein PLPBP in blood"	"http://purl.obolibrary.org/obo/OBA_2050849"
"level of E3 ubiquitin-protein ligase RNF31 in blood"	"http://purl.obolibrary.org/obo/OBA_2050876"
"level of reticulon-4-interacting protein 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2050880"
"level of stomatin-like protein 2 in blood"	"http://purl.obolibrary.org/obo/OBA_2050933"
"level of T-complex protein 11 in blood"	"http://purl.obolibrary.org/obo/OBA_2050950"
"level of mitochondrial import receptor subunit TOM20 in blood"	"http://purl.obolibrary.org/obo/OBA_2050960"
"level of synaptic vesicle membrane protein VAT-1 in blood"	"http://purl.obolibrary.org/obo/OBA_2050984"
"level of von Willebrand factor A domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2050988"
"level of defensin beta 4A in blood"	"http://purl.obolibrary.org/obo/OBA_2050998"
"level of UPF0606 protein KIAA1549L (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051068"
"level of chromatin complexes subunit BAP18 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051069"
"level of neurturin in blood"	"http://purl.obolibrary.org/obo/OBA_2051085"
"amount of vascular endothelial growth factor C (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051983"
"amount of HLA class I histocompatibility antigen, alpha chain E (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051990"
"amount of transforming growth factor-beta-induced protein ig-h3 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051999"
"amount of heterogeneous nuclear ribonucleoprotein K (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052011"
"amount of histidine--tRNA ligase, cytoplasmic (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052039"
"amount of inactive tyrosine-protein kinase transmembrane receptor ROR1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052048"
"amount of early activation antigen CD69 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052102"
"amount of large proline-rich protein BAG6 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052149"
"amount of adenosine deaminase 2 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052177"
"amount of LRP chaperone MESD (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052211"
"amount of mesencephalic astrocyte-derived neurotrophic factor (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052215"
"amount of platelet-derived growth factor C (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052256"
"amount of arylsulfatase B (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052281"
"amount of cell adhesion molecule-related/down-regulated by oncogenes (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052310"
"amount of hepatocyte growth factor receptor (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052369"
"amount of neural cell adhesion molecule L1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052475"
"amount of inactive serine protease PAMR1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052550"
"amount of parkinson disease protein 7 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052551"
"amount of pro-neuropeptide Y (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052554"
"amount of neuronal cell adhesion molecule (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052555"
"amount of NSFL1 cofactor p47 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052556"
"amount of BDNF/NT-3 growth factors receptor (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052558"
"amount of NT-3 growth factor receptor (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052559"
"amount of CD160 antigen (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052580"
"amount of OX-2 membrane glycoprotein (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052584"
"amount of natural killer cells antigen CD94 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052644"
"amount of mothers against decapentaplegic homolog 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052674"
"amount of transforming growth factor beta receptor type 3 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052717"
"amount of tumor necrosis factor receptor superfamily member 21 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052740"
"amount of WAP four-disulfide core domain protein 12 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052844"
"amount of unconventional myosin-IXb (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052846"
"amount of tumor necrosis factor receptor superfamily member 12A (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052893"
"amount of sialic acid-binding Ig-like lectin 7 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052950"
"TNFRSF13B/TNFRSF13C protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052985"
"HGF/PLAUR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053028"
"RELT/TNFRSF1A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053234"
"PLAU/PLAUR protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053510"
"BCAM/ICAM4 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053615"
"ADGRE5/VCAM1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053749"
"MEGF9/MET protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053799"
"CD302/CD99 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2054194"
"EPHB4/EPHB6 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2054722"
"CASP10/ING1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2054857"
"CD276/CD58 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2055383"
"F7/F9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2055416"
"EDAR/TNFSF12 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2055635"
"neural cell adhesion molecule L1-like protein amount"	"http://purl.obolibrary.org/obo/OBA_2050223"
"tumor necrosis factor receptor superfamily member 27 amount"	"http://purl.obolibrary.org/obo/OBA_2050310"
"fibroblast growth factor 2 amount"	"http://purl.obolibrary.org/obo/OBA_2050154"
"insulin-like growth factor-binding protein 4 amount"	"http://purl.obolibrary.org/obo/OBA_2050139"
"insulin-like growth factor-binding protein 6 amount"	"http://purl.obolibrary.org/obo/OBA_2050156"
"level of integrin alpha-V in blood"	"http://purl.obolibrary.org/obo/OBA_2050707"
"NKG2-D type II integral membrane protein amount"	"http://purl.obolibrary.org/obo/OBA_2050315"
"level of pleckstrin homology domain-containing family B member 1 in blood"	"http://purl.obolibrary.org/obo/OBA_2051053"
"phospholipase A2, membrane associated amount"	"http://purl.obolibrary.org/obo/OBA_2050224"
"amount of proteasome activator complex subunit 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2052849"
"lysosome membrane protein 2 amount"	"http://purl.obolibrary.org/obo/OBA_2050238"
"tumor necrosis factor receptor superfamily member 17 amount"	"http://purl.obolibrary.org/obo/OBA_2050246"
"HSPG2/IGFBP6 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052961"
"HSPG2/PTGDS protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052962"
"HSPG2/SMOC2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052963"
"HSPG2/VASN protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052964"
"HTRA2/MSRA protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052965"
"HTRA2/PPP1R12A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052966"
"HTRA2/SIAE protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052967"
"HTRA2/SNAP29 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052968"
"HTRA2/TRIAP1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052969"
"HYAL1/SMPD1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052970"
"HYOU1/IL10RB protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052971"
"HYOU1/PTPRF protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052972"
"HYOU1/RARRES2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052973"
"HYOU1/ROR1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052974"
"HYOU1/TGFBR3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052975"
"HYOU1/THBD protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052976"
"ICA1/IRAK1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052977"
"ICA1/MVK protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052978"
"ICA1/PRDX3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052979"
"ICA1/RABGAP1L protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052980"
"ICA1/SPRY2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052981"
"ICA1/TANK protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052982"
"ICA1/YTHDF3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052983"
"ICAM1/REG1A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052984"
"TNFRSF13B/TNFRSF9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052986"
"TNFRSF13B/TNFSF13B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052987"
"TNFRSF13C/TNFSF13B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052988"
"TNFRSF14/TNFRSF1A protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052989"
"TNFRSF14/TNFSF14 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052990"
"TNFRSF1A/TNFRSF1B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052991"
"TNFRSF4/TNFRSF8 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052992"
"TNFRSF4/TNFRSF9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052993"
"TNFRSF8/TNFRSF9 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052994"
"TNFSF12/TNFSF13 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052995"
"TNF/TNFRSF1B protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052996"
"TRAF2/WWP2 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052997"
"USP8/WASF1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052998"
"VASH1/YTHDF3 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2052999"
"VEGFC/ZBTB16 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053000"
"CDH17/PECAM1 protein level ratio in blood"	"http://purl.obolibrary.org/obo/OBA_2053001"
